,station_id,latitude,longitude,elevation,wind_direction,wind_speed,wind_gust,visibility,current_wx1,current_wx2,current_wx3,low_cloud_type,low_cloud_level,medium_cloud_type,medium_cloud_level,high_cloud_type,high_cloud_level,highest_cloud_type,highest_cloud_level,cloud_coverage,air_temperature,dew_point_temperature,altimeter,current_wx1_symbol,current_wx2_symbol,current_wx3_symbol,remarks,air_pressure_at_sea_level,eastward_wind,northward_wind,mens,cb,tcu,altimeter_hpa
2025-01-01 00:00:00,SBSP,-23.62,-46.63,803,120.0,4.0,,9999.0,,,,FEW,2000.0,,,,,,,2,20.0,19.0,30.03,0,0,0,,1014.81,-3.464101615137755,1.9999999999999991,METAR SBSP 010000Z 12004KT 080V150 9999 FEW020 20/19 Q1017=,0,0,1017.0
2025-01-01 01:00:00,SBSP,-23.62,-46.63,803,90.0,5.0,,9999.0,,,,FEW,2000.0,,,,,,,2,21.0,18.0,30.03,0,0,0,,1014.49,-5.0,-3.061616997868383e-16,METAR SBSP 010100Z 09005KT 050V120 9999 FEW020 21/18 Q1017=,0,0,1017.0
2025-01-01 02:00:00,SBSP,-23.62,-46.63,803,140.0,3.0,,9999.0,,,,FEW,2000.0,,,,,,,2,20.0,18.0,30.03,0,0,0,,1014.81,-1.9283628290596184,2.2981333293569337,METAR SBSP 010200Z 14003KT 100V180 9999 FEW020 20/18 Q1017=,0,0,1017.0
2025-01-01 02:04:00,SBSP,-23.62,-46.63,803,140.0,4.0,,9999.0,,,,FEW,900.0,,,,,,,2,20.0,18.0,30.03,0,0,0,,1014.81,-2.571150438746158,3.0641777724759116,SPECI SBSP 010204Z 14004KT 9999 FEW009 20/18 Q1017=,0,0,1017.0
2025-01-01 02:44:00,SBSP,-23.62,-46.63,803,110.0,3.0,,9999.0,,,,SCT,900.0,BKN,1100.0,,,,,6,20.0,19.0,30.03,0,0,0,,1014.81,-2.8190778623577253,1.0260604299770062,SPECI SBSP 010244Z AUTO 11003KT 060V170 9999 SCT009 BKN011 20/19 Q1017=,0,0,1017.0
2025-01-01 02:59:00,SBSP,-23.62,-46.63,803,120.0,5.0,,9999.0,,,,BKN,900.0,,,,,,,6,21.0,19.0,30.03,0,0,0,,1014.49,-4.330127018922194,2.499999999999999,SPECI SBSP 010259Z AUTO 12005KT 030V190 9999 BKN009 21/19 Q1017=,0,0,1017.0
2025-01-01 03:00:00,SBSP,-23.62,-46.63,803,120.0,5.0,,9999.0,,,,BKN,900.0,,,,,,,6,21.0,19.0,30.03,0,0,0,,1014.49,-4.330127018922194,2.499999999999999,METAR SBSP 010300Z AUTO 12005KT 030V190 9999 BKN009 21/19 Q1017=,0,0,1017.0
2025-01-01 03:10:00,SBSP,-23.62,-46.63,803,100.0,3.0,,9000.0,,,,OVC,1000.0,,,,,,,8,21.0,19.0,30.0,0,0,0,,1013.47,-2.954423259036624,0.5209445330007909,SPECI SBSP 010310Z AUTO 10003KT 050V150 9000 OVC010 21/19 Q1016=,0,0,1016.0
2025-01-01 04:00:00,SBSP,-23.62,-46.63,803,90.0,4.0,,9000.0,,,,BKN,1000.0,,,,,,,6,20.0,18.0,30.0,0,0,0,,1013.8,-4.0,-2.4492935982947064e-16,METAR SBSP 010400Z AUTO 09004KT 060V140 9000 BKN010 20/18 Q1016=,0,0,1016.0
2025-01-01 04:11:00,SBSP,-23.62,-46.63,803,90.0,4.0,,9000.0,,,,FEW,900.0,SCT,1100.0,,,,,4,20.0,18.0,30.0,0,0,0,,1013.8,-4.0,-2.4492935982947064e-16,SPECI SBSP 010411Z AUTO 09004KT 060V140 9000 FEW009 SCT011 20/18 Q1016=,0,0,1016.0
2025-01-01 04:18:00,SBSP,-23.62,-46.63,803,90.0,4.0,,9000.0,,,,BKN,1000.0,,,,,,,6,20.0,18.0,30.0,0,0,0,,1013.8,-4.0,-2.4492935982947064e-16,SPECI SBSP 010418Z AUTO 09004KT 050V130 9000 BKN010 20/18 Q1016=,0,0,1016.0
2025-01-01 04:25:00,SBSP,-23.62,-46.63,803,100.0,4.0,,9000.0,,,,BKN,900.0,,,,,,,6,20.0,18.0,30.0,0,0,0,,1013.8,-3.939231012048832,0.6945927106677212,SPECI SBSP 010425Z AUTO 10004KT 060V130 9000 BKN009 20/18 Q1016=,0,0,1016.0
2025-01-01 05:00:00,SBSP,-23.62,-46.63,803,80.0,4.0,,7000.0,,,,BKN,900.0,,,,,,,6,20.0,18.0,29.97,0,0,0,,1012.78,-3.939231012048832,-0.6945927106677217,METAR SBSP 010500Z AUTO 08004KT 030V140 7000 BKN009 20/18 Q1015=,0,0,1015.0
2025-01-01 05:34:00,SBSP,-23.62,-46.63,803,50.0,3.0,,8000.0,,,,SCT,800.0,,,,,,,4,20.0,18.0,29.97,0,0,0,,1012.78,-2.298133329356934,-1.9283628290596182,SPECI SBSP 010534Z AUTO 05003KT 010V090 8000 SCT008 20/18 Q1015=,0,0,1015.0
2025-01-01 05:37:00,SBSP,-23.62,-46.63,803,50.0,3.0,,8000.0,,,,FEW,800.0,BKN,1000.0,,,,,6,20.0,18.0,29.97,0,0,0,,1012.78,-2.298133329356934,-1.9283628290596182,SPECI SBSP 010537Z AUTO 05003KT 010V090 8000 FEW008 BKN010 20/18 Q1015=,0,0,1015.0
2025-01-01 05:49:00,SBSP,-23.62,-46.63,803,30.0,3.0,,8000.0,,,,BKN,900.0,,,,,,,6,20.0,18.0,29.97,0,0,0,,1012.78,-1.4999999999999998,-2.598076211353316,SPECI SBSP 010549Z AUTO 03003KT 350V060 8000 BKN009 20/18 Q1015=,0,0,1015.0
2025-01-01 06:00:00,SBSP,-23.62,-46.63,803,40.0,3.0,,8000.0,,,,BKN,900.0,,,,,,,6,20.0,18.0,30.0,0,0,0,,1013.8,-1.9283628290596178,-2.298133329356934,METAR SBSP 010600Z AUTO 04003KT 350V080 8000 BKN009 20/18 Q1016=,0,0,1016.0
2025-01-01 06:23:00,SBSP,-23.62,-46.63,803,60.0,3.0,,9000.0,,,,SCT,900.0,BKN,1100.0,,,,,6,20.0,18.0,30.0,0,0,0,,1013.8,-2.598076211353316,-1.5000000000000004,SPECI SBSP 010623Z AUTO 06003KT 020V120 9000 SCT009 BKN011 20/18 Q1016=,0,0,1016.0
2025-01-01 06:25:00,SBSP,-23.62,-46.63,803,50.0,4.0,,9000.0,,,,BKN,900.0,,,,,,,6,20.0,18.0,30.0,0,0,0,,1013.8,-3.064177772475912,-2.5711504387461575,SPECI SBSP 010625Z AUTO 05004KT 020V120 9000 BKN009 20/18 Q1016=,0,0,1016.0
2025-01-01 06:43:00,SBSP,-23.62,-46.63,803,,2.0,,9999.0,,,,BKN,1000.0,,,,,,,6,20.0,18.0,30.0,0,0,0,,1013.8,,,SPECI SBSP 010643Z AUTO VRB02KT 9999 BKN010 20/18 Q1016=,0,0,1016.0
2025-01-01 06:46:00,SBSP,-23.62,-46.63,803,80.0,4.0,,9999.0,,,,BKN,900.0,,,,,,,6,20.0,18.0,30.0,0,0,0,,1013.8,-3.939231012048832,-0.6945927106677217,SPECI SBSP 010646Z AUTO 08004KT 040V140 9999 BKN009 20/18 Q1016=,0,0,1016.0
2025-01-01 06:57:00,SBSP,-23.62,-46.63,803,90.0,4.0,,9999.0,,,,BKN,1000.0,,,,,,,6,20.0,18.0,29.97,0,0,0,,1012.78,-4.0,-2.4492935982947064e-16,SPECI SBSP 010657Z AUTO 09004KT 060V130 9999 BKN010 20/18 Q1015=,0,0,1015.0
2025-01-01 07:00:00,SBSP,-23.62,-46.63,803,90.0,4.0,,9999.0,,,,BKN,1000.0,,,,,,,6,20.0,18.0,29.97,0,0,0,,1012.78,-4.0,-2.4492935982947064e-16,METAR SBSP 010700Z AUTO 09004KT 060V130 9999 BKN010 20/18 Q1015=,0,0,1015.0
2025-01-01 07:01:00,SBSP,-23.62,-46.63,803,90.0,4.0,,9999.0,,,,BKN,900.0,,,,,,,6,20.0,18.0,30.0,0,0,0,,1013.8,-4.0,-2.4492935982947064e-16,SPECI SBSP 010701Z AUTO 09004KT 060V130 9999 BKN009 20/18 Q1016=,0,0,1016.0
2025-01-01 07:26:00,SBSP,-23.62,-46.63,803,100.0,3.0,,9999.0,,,,FEW,800.0,,,,,,,2,19.0,18.0,30.0,0,0,0,,1014.12,-2.954423259036624,0.5209445330007909,SPECI SBSP 010726Z AUTO 10003KT 070V140 9999 FEW008 19/18 Q1016=,0,0,1016.0
2025-01-01 08:00:00,SBSP,-23.62,-46.63,803,,2.0,,10000.0,,,,,,,,,,,,0,19.0,18.0,30.0,0,0,0,,1014.12,,,METAR SBSP 010800Z AUTO VRB02KT CAVOK 19/18 Q1016=,0,0,1016.0
2025-01-01 09:00:00,SBSP,-23.62,-46.63,803,0.0,0.0,,10000.0,,,,,,,,,,,,0,20.0,18.0,30.03,0,0,0,,1014.81,-0.0,-0.0,METAR SBSP 010900Z 00000KT CAVOK 20/18 Q1017=,0,0,1017.0
2025-01-01 10:00:00,SBSP,-23.62,-46.63,803,360.0,2.0,,10000.0,,,,,,,,,,,,0,21.0,19.0,30.03,0,0,0,,1014.49,4.898587196589413e-16,-2.0,METAR SBSP 011000Z 36002KT CAVOK 21/19 Q1017=,0,0,1017.0
2025-01-01 11:00:00,SBSP,-23.62,-46.63,803,340.0,4.0,,10000.0,,,,,,,,,,,,0,23.0,18.0,30.03,0,0,0,,1013.85,1.3680805733026744,-3.7587704831436337,METAR SBSP 011100Z 34004KT 300V010 CAVOK 23/18 Q1017=,0,0,1017.0
2025-01-01 12:00:00,SBSP,-23.62,-46.63,803,360.0,3.0,,10000.0,,,,,,,,,,,,0,25.0,18.0,30.06,0,0,0,,1014.23,7.347880794884119e-16,-3.0,METAR SBSP 011200Z 36003KT 240V360 CAVOK 25/18 Q1018=,0,0,1018.0
2025-01-01 13:00:00,SBSP,-23.62,-46.63,803,340.0,9.0,,9999.0,,,,FEW,1700.0,,,,,,,2,26.0,17.0,30.06,0,0,0,,1013.92,3.0781812899310173,-8.457233587073176,METAR SBSP 011300Z 34009KT 290V030 9999 FEW017 26/17 Q1018=,0,0,1018.0
2025-01-01 14:00:00,SBSP,-23.62,-46.63,803,360.0,7.0,,9999.0,,,,SCT,3500.0,,,,,,,4,28.0,19.0,30.06,0,0,0,,1013.31,1.7145055188062944e-15,-7.0,METAR SBSP 011400Z 36007KT 300V360 9999 SCT035 28/19 Q1018=,0,0,1018.0
2025-01-01 15:00:00,SBSP,-23.62,-46.63,803,360.0,5.0,,9999.0,,,,BKN,4500.0,,,,,,,6,29.0,19.0,30.03,0,0,0,,1011.99,1.2246467991473533e-15,-5.0,METAR SBSP 011500Z 36005KT 280V080 9999 BKN045 29/19 Q1017=,0,0,1017.0
2025-01-01 16:00:00,SBSP,-23.62,-46.63,803,340.0,8.0,,9999.0,,,,BKN,4500.0,,,,,,,6,29.0,18.0,30.0,0,0,0,,1010.97,2.736161146605349,-7.517540966287267,METAR SBSP 011600Z 34008KT 270V050 9999 BKN045 29/18 Q1016=,0,0,1016.0
2025-01-01 17:00:00,SBSP,-23.62,-46.63,803,150.0,13.0,,9999.0,VCTS,,,BKN,4500.0,FEW,5000.0,,,,,6,25.0,20.0,30.0,13,0,0,,1012.21,-6.499999999999999,11.258330249197703,METAR SBSP 011700Z 15013KT 9999 VCTS BKN045 FEW050CB 25/20 Q1016=,1,0,1016.0
2025-01-01 18:00:00,SBSP,-23.62,-46.63,803,150.0,10.0,,9999.0,,,,BKN,4500.0,,,,,,,6,23.0,19.0,29.97,0,0,0,,1011.82,-4.999999999999999,8.660254037844387,METAR SBSP 011800Z 15010KT 9999 BKN045 23/19 Q1015=,0,0,1015.0
2025-01-01 19:00:00,SBSP,-23.62,-46.63,803,180.0,8.0,,9999.0,VCTS,,,SCT,1200.0,BKN,4500.0,FEW,5000.0,,,6,22.0,20.0,29.97,13,0,0,,1012.14,-9.797174393178826e-16,8.0,METAR SBSP 011900Z 18008KT 9999 VCTS SCT012 BKN045 FEW050CB 22/20 Q1015=,1,0,1015.0
2025-01-01 20:00:00,SBSP,-23.62,-46.63,803,140.0,4.0,,9999.0,-RA,,,SCT,1100.0,BKN,4600.0,,,,,6,22.0,20.0,29.97,61,0,0,,1012.14,-2.571150438746158,3.0641777724759116,METAR SBSP 012000Z 14004KT 9999 -RA SCT011 BKN046 22/20 Q1015=,0,0,1015.0
2025-01-01 21:00:00,SBSP,-23.62,-46.63,803,,2.0,,9999.0,,,,BKN,1100.0,BKN,4600.0,,,,,6,22.0,20.0,30.0,0,0,0,,1013.15,,,METAR SBSP 012100Z VRB02KT 9999 BKN011 BKN046 22/20 Q1016=,0,0,1016.0
2025-01-01 22:00:00,SBSP,-23.62,-46.63,803,140.0,7.0,,9999.0,,,,SCT,4600.0,,,,,,,4,21.0,19.0,29.97,0,0,0,,1012.46,-4.499513267805776,5.362311101832845,METAR SBSP 012200Z 14007KT 9999 SCT046 21/19 Q1015=,0,0,1015.0
2025-01-01 23:00:00,SBSP,-23.62,-46.63,803,160.0,4.0,,9999.0,,,,SCT,1300.0,BKN,1500.0,,,,,6,22.0,20.0,30.03,0,0,0,,1014.17,-1.3680805733026755,3.7587704831436333,METAR SBSP 012300Z 16004KT 9999 SCT013 BKN015 22/20 Q1017=,0,0,1017.0
2025-01-02 00:00:00,SBSP,-23.62,-46.63,803,150.0,5.0,,9999.0,,,,SCT,1500.0,BKN,1700.0,,,,,6,21.0,20.0,30.03,0,0,0,,1014.49,-2.4999999999999996,4.330127018922194,METAR SBSP 020000Z 15005KT 9999 SCT015 BKN017 21/20 Q1017=,0,0,1017.0
2025-01-02 00:22:00,SBSP,-23.62,-46.63,803,120.0,4.0,,10000.0,,,,,,,,,,,,0,21.0,20.0,30.03,0,0,0,,1014.49,-3.464101615137755,1.9999999999999991,SPECI SBSP 020022Z 12004KT 090V150 CAVOK 21/20 Q1017=,0,0,1017.0
2025-01-02 01:00:00,SBSP,-23.62,-46.63,803,100.0,3.0,,10000.0,,,,,,,,,,,,0,22.0,19.0,30.03,0,0,0,,1014.17,-2.954423259036624,0.5209445330007909,METAR SBSP 020100Z 10003KT 040V170 CAVOK 22/19 Q1017=,0,0,1017.0
2025-01-02 02:00:00,SBSP,-23.62,-46.63,803,,2.0,,10000.0,,,,,,,,,,,,0,22.0,19.0,30.06,0,0,0,,1015.18,,,METAR SBSP 020200Z VRB02KT CAVOK 22/19 Q1018=,0,0,1018.0
2025-01-02 02:01:00,SBSP,-23.62,-46.63,803,110.0,3.0,,10000.0,,,,,,,,,,,,0,21.0,19.0,30.03,0,0,0,,1014.49,-2.8190778623577253,1.0260604299770062,SPECI SBSP 020201Z 11003KT 060V140 CAVOK 21/19 Q1017=,0,0,1017.0
2025-01-02 03:00:00,SBSP,-23.62,-46.63,803,70.0,3.0,,9999.0,,,,FEW,1100.0,,,,,,,2,21.0,19.0,30.03,0,0,0,,1014.49,-2.819077862357725,-1.0260604299770064,METAR SBSP 020300Z AUTO 07003KT 010V110 9999 FEW011 21/19 Q1017=,0,0,1017.0
2025-01-02 04:00:00,SBSP,-23.62,-46.63,803,50.0,7.0,,9999.0,,,,FEW,800.0,,,,,,,2,21.0,19.0,30.0,0,0,0,,1013.47,-5.362311101832846,-4.499513267805775,METAR SBSP 020400Z AUTO 05007KT 020V080 9999 FEW008 21/19 Q1016=,0,0,1016.0
2025-01-02 05:00:00,SBSP,-23.62,-46.63,803,40.0,3.0,,10000.0,,,,,,,,,,,,0,21.0,19.0,29.97,0,0,0,,1012.46,-1.9283628290596178,-2.298133329356934,METAR SBSP 020500Z AUTO 04003KT 010V070 CAVOK 21/19 Q1015=,0,0,1015.0
2025-01-02 06:00:00,SBSP,-23.62,-46.63,803,50.0,7.0,,9999.0,,,,FEW,1000.0,,,,,,,2,21.0,18.0,29.97,0,0,0,,1012.46,-5.362311101832846,-4.499513267805775,METAR SBSP 020600Z AUTO 05007KT 010V090 9999 FEW010 21/18 Q1015=,0,0,1015.0
2025-01-02 07:00:00,SBSP,-23.62,-46.63,803,60.0,4.0,,10000.0,,,,,,,,,,,,0,20.0,18.0,29.97,0,0,0,,1012.78,-3.4641016151377544,-2.0000000000000004,METAR SBSP 020700Z AUTO 06004KT 030V100 CAVOK 20/18 Q1015=,0,0,1015.0
2025-01-02 08:00:00,SBSP,-23.62,-46.63,803,40.0,5.0,,10000.0,,,,,,,,,,,,0,20.0,18.0,29.97,0,0,0,,1012.78,-3.2139380484326963,-3.83022221559489,METAR SBSP 020800Z AUTO 04005KT 010V090 CAVOK 20/18 Q1015=,0,0,1015.0
2025-01-02 09:00:00,SBSP,-23.62,-46.63,803,340.0,6.0,,10000.0,,,,,,,,,,,,0,20.0,18.0,30.0,0,0,0,,1013.8,2.0521208599540115,-5.638155724715451,METAR SBSP 020900Z 34006KT CAVOK 20/18 Q1016=,0,0,1016.0
2025-01-02 10:00:00,SBSP,-23.62,-46.63,803,340.0,7.0,,10000.0,,,,,,,,,,,,0,22.0,18.0,30.03,0,0,0,,1014.17,2.3941410032796804,-6.5778483455013586,METAR SBSP 021000Z 34007KT 300V010 CAVOK 22/18 Q1017=,0,0,1017.0
2025-01-02 11:00:00,SBSP,-23.62,-46.63,803,340.0,12.0,,10000.0,,,,,,,,,,,,0,23.0,18.0,30.0,0,0,0,,1012.83,4.104241719908023,-11.276311449430901,METAR SBSP 021100Z 34012KT CAVOK 23/18 Q1016=,0,0,1016.0
2025-01-02 12:00:00,SBSP,-23.62,-46.63,803,350.0,11.0,,10000.0,,,,,,,,,,,,0,25.0,19.0,30.0,0,0,0,,1012.21,1.9101299543362342,-10.832885283134289,METAR SBSP 021200Z 35011KT CAVOK 25/19 Q1016=,0,0,1016.0
2025-01-02 13:00:00,SBSP,-23.62,-46.63,803,310.0,11.0,,10000.0,,,,,,,,,,,,0,26.0,19.0,30.0,0,0,0,,1011.89,8.42648887430876,-7.070663706551931,METAR SBSP 021300Z 31011KT CAVOK 26/19 Q1016=,0,0,1016.0
2025-01-02 14:00:00,SBSP,-23.62,-46.63,803,310.0,10.0,,10000.0,,,,,,,,,,,,0,28.0,18.0,29.97,0,0,0,,1010.26,7.660444431189781,-6.4278760968653925,METAR SBSP 021400Z 31010KT CAVOK 28/18 Q1015=,0,0,1015.0
2025-01-02 15:00:00,SBSP,-23.62,-46.63,803,340.0,9.0,,9999.0,,,,FEW,4600.0,,,,,,,2,29.0,18.0,29.97,0,0,0,,1009.96,3.0781812899310173,-8.457233587073176,METAR SBSP 021500Z 34009KT 9999 FEW046 29/18 Q1015=,0,0,1015.0
2025-01-02 16:00:00,SBSP,-23.62,-46.63,803,310.0,10.0,,9999.0,,,,SCT,3600.0,,,,,,,4,30.0,16.0,29.94,0,0,0,,1008.65,7.660444431189781,-6.4278760968653925,METAR COR SBSP 021600Z 31010KT 260V350 9999 SCT036 30/16 Q1014=,0,0,1014.0
2025-01-02 17:00:00,SBSP,-23.62,-46.63,803,310.0,12.0,,9999.0,,,,SCT,4800.0,,,,,,,4,30.0,17.0,29.91,0,0,0,,1007.63,9.192533317427738,-7.713451316238471,METAR SBSP 021700Z 31012KT 270V340 9999 SCT048 30/17 Q1013=,0,0,1013.0
2025-01-02 18:00:00,SBSP,-23.62,-46.63,803,310.0,9.0,,9999.0,,,,SCT,4800.0,,,,,,,4,31.0,18.0,29.88,0,0,0,,1006.32,6.894399988070803,-5.785088487178854,METAR SBSP 021800Z 31009KT 260V010 9999 SCT048 31/18 Q1012=,0,0,1012.0
2025-01-02 19:00:00,SBSP,-23.62,-46.63,803,320.0,10.0,21.0,9999.0,,,,FEW,5000.0,SCT,6600.0,,,,,4,30.0,18.0,29.88,0,0,0,,1006.62,6.427876096865396,-7.660444431189778,METAR SBSP 021900Z 32010G21KT 280V010 9999 FEW050TCU SCT066 30/18 Q1012=,0,1,1012.0
2025-01-02 20:00:00,SBSP,-23.62,-46.63,803,290.0,9.0,,9999.0,,,,FEW,5000.0,SCT,6600.0,,,,,4,30.0,16.0,29.85,0,0,0,,1005.61,8.457233587073175,-3.078181289931021,METAR SBSP 022000Z 29009KT 240V320 9999 FEW050TCU SCT066 30/16 Q1011=,0,1,1011.0
2025-01-02 21:00:00,SBSP,-23.62,-46.63,803,160.0,10.0,,9999.0,,,,FEW,4800.0,SCT,7300.0,,,,,4,27.0,21.0,29.88,0,0,0,,1007.53,-3.420201433256689,9.396926207859083,METAR SBSP 022100Z 16010KT 9999 FEW048 SCT073 27/21 Q1012=,0,0,1012.0
2025-01-02 22:00:00,SBSP,-23.62,-46.63,803,170.0,7.0,,9999.0,,,,FEW,3600.0,FEW,5000.0,SCT,7600.0,,,4,25.0,20.0,29.91,0,0,0,,1009.16,-1.215537243668512,6.893654271085456,METAR SBSP 022200Z 17007KT 150V210 9999 FEW036 FEW050TCU SCT076 25/20 Q1013=,0,1,1013.0
2025-01-02 22:23:00,SBSP,-23.62,-46.63,803,170.0,8.0,,9999.0,TS,,,FEW,3600.0,FEW,5000.0,SCT,7600.0,,,4,26.0,20.0,29.91,17,0,0,,1008.85,-1.3891854213354422,7.878462024097664,SPECI SBSP 022223Z 17008KT 9999 TS FEW036 FEW050CB SCT076 26/20 Q1013=,1,0,1013.0
2025-01-02 23:00:00,SBSP,-23.62,-46.63,803,320.0,8.0,20.0,7000.0,-TSRA,,,FEW,2100.0,BKN,2600.0,FEW,5000.0,BKN,10000.0,6,23.0,19.0,29.94,1095,0,0,,1010.81,5.142300877492317,-6.128355544951822,METAR SBSP 022300Z 32008G20KT 220V360 7000 -TSRA FEW021 BKN026 FEW050CB BKN100 23/19 Q1014=,1,0,1014.0
2025-01-02 23:07:00,SBSP,-23.62,-46.63,803,310.0,12.0,24.0,3000.0,+TSRA,BR,,BKN,2600.0,BKN,3300.0,FEW,5000.0,BKN,10000.0,6,22.0,19.0,29.97,1097,10,0,,1012.14,9.192533317427738,-7.713451316238471,SPECI SBSP 022307Z 31012G24KT 3000 +TSRA BR BKN026 BKN033 FEW050CB BKN100 22/19 Q1015=,1,0,1015.0
2025-01-02 23:19:00,SBSP,-23.62,-46.63,803,350.0,6.0,,6000.0,-TSRA,,,FEW,1700.0,BKN,2300.0,OVC,4300.0,,,8,,,,1095,0,0,CB 21/19 Q1015 RERA,,1.0418890660015823,-5.908846518073248,SPECI SBSP 022319Z 35006KT 270V080 6000 -TSRA FEW017 BKN023 OVC043 //////CB 21/19 Q1015 RERA=,1,0,
2025-01-03 00:00:00,SBSP,-23.62,-46.63,803,320.0,3.0,,9999.0,,,,FEW,2300.0,FEW,5000.0,BKN,10000.0,,,6,21.0,19.0,29.97,0,0,0,RETSRA,1012.46,1.9283628290596186,-2.2981333293569333,METAR COR SBSP 030000Z 32003KT 260V010 9999 FEW023 FEW050TCU BKN100 21/19 Q1015 RETSRA=,0,1,1015.0
2025-01-03 01:00:00,SBSP,-23.62,-46.63,803,210.0,5.0,,9999.0,,,,FEW,1900.0,SCT,8000.0,,,,,4,22.0,19.0,30.0,0,0,0,,1013.15,2.5000000000000004,4.330127018922193,METAR SBSP 030100Z 21005KT 150V270 9999 FEW019 SCT080 22/19 Q1016=,0,0,1016.0
2025-01-03 02:00:00,SBSP,-23.62,-46.63,803,180.0,6.0,,9999.0,,,,FEW,1700.0,,,,,,,2,21.0,19.0,29.97,0,0,0,,1012.46,-7.347880794884119e-16,6.0,METAR SBSP 030200Z 18006KT 130V230 9999 FEW017 21/19 Q1015=,0,0,1015.0
2025-01-03 02:01:00,SBSP,-23.62,-46.63,803,130.0,3.0,,9999.0,,,,FEW,1500.0,,,,,,,2,21.0,19.0,29.97,0,0,0,,1012.46,-2.298133329356934,1.9283628290596182,SPECI SBSP 030201Z 13003KT 070V190 9999 FEW015 21/19 Q1015=,0,0,1015.0
2025-01-03 03:00:00,SBSP,-23.62,-46.63,803,10.0,7.0,,10000.0,,,,,,,,,,,,0,22.0,19.0,29.94,0,0,0,,1011.12,-1.2155372436685123,-6.893654271085456,METAR SBSP 030300Z AUTO 01007KT CAVOK 22/19 Q1014=,0,0,1014.0
2025-01-03 04:00:00,SBSP,-23.62,-46.63,803,360.0,7.0,,9999.0,,,,FEW,1500.0,,,,,,,2,22.0,19.0,29.94,0,0,0,,1011.12,1.7145055188062944e-15,-7.0,METAR SBSP 030400Z AUTO 36007KT 320V040 9999 FEW015 22/19 Q1014=,0,0,1014.0
2025-01-03 05:00:00,SBSP,-23.62,-46.63,803,20.0,4.0,,10000.0,,,,,,,,,,,,0,22.0,19.0,29.88,0,0,0,,1009.09,-1.3680805733026749,-3.7587704831436337,METAR SBSP 030500Z AUTO 02004KT CAVOK 22/19 Q1012=,0,0,1012.0
2025-01-03 06:00:00,SBSP,-23.62,-46.63,803,20.0,4.0,,10000.0,,,,,,,,,,,,0,21.0,19.0,29.88,0,0,0,,1009.41,-1.3680805733026749,-3.7587704831436337,METAR SBSP 030600Z AUTO 02004KT 350V060 CAVOK 21/19 Q1012=,0,0,1012.0
2025-01-03 07:00:00,SBSP,-23.62,-46.63,803,30.0,4.0,,10000.0,,,,,,,,,,,,0,21.0,19.0,29.88,0,0,0,,1009.41,-1.9999999999999998,-3.464101615137755,METAR SBSP 030700Z AUTO 03004KT CAVOK 21/19 Q1012=,0,0,1012.0
2025-01-03 08:00:00,SBSP,-23.62,-46.63,803,320.0,6.0,,10000.0,,,,,,,,,,,,0,21.0,19.0,29.88,0,0,0,,1009.41,3.8567256581192373,-4.5962666587138665,METAR SBSP 030800Z AUTO 32006KT CAVOK 21/19 Q1012=,0,0,1012.0
2025-01-03 09:00:00,SBSP,-23.62,-46.63,803,340.0,7.0,,10000.0,,,,,,,,,,,,0,21.0,18.0,29.91,0,0,0,,1010.43,2.3941410032796804,-6.5778483455013586,METAR SBSP 030900Z 34007KT 310V030 CAVOK 21/18 Q1013=,0,0,1013.0
2025-01-03 10:00:00,SBSP,-23.62,-46.63,803,320.0,6.0,,10000.0,,,,,,,,,,,,0,22.0,19.0,29.94,0,0,0,,1011.12,3.8567256581192373,-4.5962666587138665,METAR SBSP 031000Z 32006KT 240V360 CAVOK 22/19 Q1014=,0,0,1014.0
2025-01-03 11:00:00,SBSP,-23.62,-46.63,803,330.0,11.0,,10000.0,,,,,,,,,,,,0,23.0,19.0,29.94,0,0,0,,1010.81,5.500000000000005,-9.526279441628823,METAR SBSP 031100Z 33011KT 300V010 CAVOK 23/19 Q1014=,0,0,1014.0
2025-01-03 12:00:00,SBSP,-23.62,-46.63,803,330.0,12.0,,9999.0,,,,SCT,1900.0,,,,,,,4,24.0,19.0,29.94,0,0,0,,1010.49,6.000000000000005,-10.39230484541326,METAR SBSP 031200Z 33012KT 9999 SCT019 24/19 Q1014=,0,0,1014.0
2025-01-03 13:00:00,SBSP,-23.62,-46.63,803,330.0,12.0,,9999.0,,,,SCT,2300.0,,,,,,,4,26.0,20.0,29.94,0,0,0,,1009.87,6.000000000000005,-10.39230484541326,METAR SBSP 031300Z 33012KT 290V010 9999 SCT023 26/20 Q1014=,0,0,1014.0
2025-01-03 14:00:00,SBSP,-23.62,-46.63,803,320.0,12.0,,9999.0,,,,SCT,3000.0,,,,,,,4,27.0,20.0,29.94,0,0,0,,1009.56,7.713451316238475,-9.192533317427733,METAR SBSP 031400Z 32012KT 230V010 9999 SCT030 27/20 Q1014=,0,0,1014.0
2025-01-03 15:00:00,SBSP,-23.62,-46.63,803,320.0,11.0,,9999.0,,,,BKN,3300.0,,,,,,,6,28.0,20.0,29.94,0,0,0,,1009.25,7.070663706551936,-8.426488874308756,METAR SBSP 031500Z 32011KT 270V360 9999 BKN033 28/20 Q1014=,0,0,1014.0
