,station_id,latitude,longitude,elevation,wind_direction,wind_speed,wind_gust,visibility,current_wx1,current_wx2,current_wx3,low_cloud_type,low_cloud_level,medium_cloud_type,medium_cloud_level,high_cloud_type,high_cloud_level,highest_cloud_type,highest_cloud_level,cloud_coverage,air_temperature,dew_point_temperature,altimeter,current_wx1_symbol,current_wx2_symbol,current_wx3_symbol,remarks,air_pressure_at_sea_level,eastward_wind,northward_wind,mens,cb,tcu,altimeter_hpa
2025-01-27 08:36:00,SBSP,-23.62,-46.63,803,200.0,4.0,,9999.0,,,,FEW,800.0,SCT,1100.0,OVC,1800.0,,,8,21.0,19.0,30.0,0,0,0,,1013.47,1.3680805733026746,3.7587704831436337,SPECI SBSP 270836Z AUTO 20004KT 170V230 9999 // FEW008/// SCT011/// OVC018/// 21/19 Q1016=,0,0,1016.0
2025-01-27 09:00:00,SBSP,-23.62,-46.63,803,210.0,3.0,,9000.0,,,,FEW,800.0,SCT,1500.0,BKN,1700.0,,,6,21.0,19.0,30.0,0,0,0,,1013.47,1.5000000000000004,2.598076211353316,METAR COR SBSP 270900Z 21003KT 170V230 9000 FEW008 SCT015 BKN017 21/19 Q1016=,0,0,1016.0
2025-01-27 10:00:00,SBSP,-23.62,-46.63,803,190.0,8.0,,9999.0,,,,FEW,900.0,,,,,,,2,21.0,19.0,30.0,0,0,0,,1013.47,1.3891854213354438,7.878462024097664,METAR SBSP 271000Z 19008KT 9999 FEW009 21/19 Q1016=,0,0,1016.0
2025-01-27 11:00:00,SBSP,-23.62,-46.63,803,180.0,6.0,,9999.0,,,,FEW,1100.0,,,,,,,2,23.0,19.0,30.03,0,0,0,,1013.85,-7.347880794884119e-16,6.0,METAR SBSP 271100Z 18006KT 150V210 9999 FEW011 23/19 Q1017=,0,0,1017.0
2025-01-27 12:00:00,SBSP,-23.62,-46.63,803,160.0,5.0,,9999.0,,,,FEW,1100.0,BKN,1900.0,,,,,6,23.0,19.0,30.06,0,0,0,,1014.86,-1.7101007166283444,4.698463103929542,METAR SBSP 271200Z 16005KT 130V190 9999 FEW011 BKN019 23/19 Q1018=,0,0,1018.0
2025-01-27 13:00:00,SBSP,-23.62,-46.63,803,170.0,4.0,,9999.0,,,,SCT,1500.0,BKN,1700.0,OVC,2400.0,,,8,23.0,19.0,30.06,0,0,0,,1014.86,-0.6945927106677211,3.939231012048832,METAR SBSP 271300Z 17004KT 080V230 9999 SCT015 BKN017 OVC024 23/19 Q1018=,0,0,1018.0
2025-01-27 14:00:00,SBSP,-23.62,-46.63,803,160.0,5.0,,9999.0,,,,BKN,1700.0,OVC,1900.0,,,,,8,24.0,20.0,30.06,0,0,0,,1014.55,-1.7101007166283444,4.698463103929542,METAR SBSP 271400Z 16005KT 130V190 9999 BKN017 OVC019 24/20 Q1018=,0,0,1018.0
2025-01-27 15:00:00,SBSP,-23.62,-46.63,803,160.0,3.0,,9999.0,,,,BKN,2600.0,BKN,4000.0,,,,,6,25.0,20.0,30.06,0,0,0,,1014.23,-1.0260604299770066,2.819077862357725,METAR SBSP 271500Z 16003KT 080V230 9999 BKN026 BKN040 25/20 Q1018=,0,0,1018.0
2025-01-27 16:00:00,SBSP,-23.62,-46.63,803,120.0,5.0,,9999.0,,,,SCT,2600.0,BKN,3000.0,BKN,3600.0,,,6,25.0,20.0,30.03,0,0,0,,1013.22,-4.330127018922194,2.499999999999999,METAR SBSP 271600Z 12005KT 060V150 9999 SCT026 BKN030 BKN036 25/20 Q1017=,0,0,1017.0
2025-01-27 17:00:00,SBSP,-23.62,-46.63,803,150.0,6.0,,9000.0,,,,BKN,2500.0,,,,,,,6,25.0,19.0,30.03,0,0,0,,1013.22,-2.9999999999999996,5.196152422706632,METAR SBSP 271700Z 15006KT 100V220 9000 BKN025 25/19 Q1017=,0,0,1017.0
2025-01-27 18:00:00,SBSP,-23.62,-46.63,803,150.0,10.0,,9000.0,,,,BKN,2500.0,,,,,,,6,24.0,20.0,30.0,0,0,0,,1012.52,-4.999999999999999,8.660254037844387,METAR SBSP 271800Z 15010KT 9000 BKN025 24/20 Q1016=,0,0,1016.0
2025-01-27 19:00:00,SBSP,-23.62,-46.63,803,170.0,12.0,,9000.0,,,,BKN,1500.0,,,,,,,6,24.0,20.0,30.0,0,0,0,,1012.52,-2.083778132003163,11.817693036146496,METAR SBSP 271900Z 17012KT 9000 BKN015 24/20 Q1016=,0,0,1016.0
2025-01-27 19:47:00,SBSP,-23.62,-46.63,803,160.0,7.0,,7000.0,-RA,,,BKN,700.0,,,,,,,6,21.0,20.0,30.0,61,0,0,,1013.47,-2.394141003279682,6.5778483455013586,SPECI COR SBSP 271947Z 16007KT 7000 -RA BKN007 21/20 Q1016=,0,0,1016.0
2025-01-27 20:00:00,SBSP,-23.62,-46.63,803,140.0,6.0,,6000.0,-RA,,,BKN,700.0,,,,,,,6,21.0,20.0,30.0,61,0,0,,1013.47,-3.856725658119237,4.596266658713867,METAR SBSP 272000Z 14006KT 110V170 6000 -RA BKN007 21/20 Q1016=,0,0,1016.0
2025-01-27 21:00:00,SBSP,-23.62,-46.63,803,140.0,8.0,,9000.0,,,,BKN,800.0,,,,,,,6,21.0,20.0,30.0,0,0,0,,1013.47,-5.142300877492316,6.128355544951823,METAR SBSP 272100Z 14008KT 110V170 9000 BKN008 21/20 Q1016=,0,0,1016.0
2025-01-27 22:00:00,SBSP,-23.62,-46.63,803,120.0,8.0,,9000.0,,,,BKN,600.0,,,,,,,6,21.0,20.0,30.0,0,0,0,,1013.47,-6.92820323027551,3.9999999999999982,METAR SBSP 272200Z 12008KT 100V160 9000 BKN006 21/20 Q1016=,0,0,1016.0
2025-01-27 23:00:00,SBSP,-23.62,-46.63,803,110.0,5.0,,9999.0,,,,BKN,1000.0,,,,,,,6,21.0,20.0,30.03,0,0,0,,1014.49,-4.698463103929543,1.7101007166283435,METAR SBSP 272300Z 11005KT 9999 BKN010 21/20 Q1017=,0,0,1017.0
2025-01-28 00:00:00,SBSP,-23.62,-46.63,803,150.0,5.0,,9999.0,,,,BKN,1000.0,,,,,,,6,21.0,19.0,30.03,0,0,0,,1014.49,-2.4999999999999996,4.330127018922194,METAR SBSP 280000Z 15005KT 9999 BKN010 21/19 Q1017=,0,0,1017.0
2025-01-28 01:00:00,SBSP,-23.62,-46.63,803,140.0,4.0,,9999.0,,,,FEW,1500.0,SCT,7000.0,,,,,4,20.0,19.0,30.06,0,0,0,,1015.83,-2.571150438746158,3.0641777724759116,METAR SBSP 280100Z 14004KT 9999 FEW015 SCT070 20/19 Q1018=,0,0,1018.0
2025-01-28 02:00:00,SBSP,-23.62,-46.63,803,0.0,0.0,,9999.0,,,,SCT,1000.0,,,,,,,4,21.0,19.0,30.06,0,0,0,,1015.5,-0.0,-0.0,METAR SBSP 280200Z 00000KT 9999 SCT010 21/19 Q1018=,0,0,1018.0
2025-01-28 02:06:00,SBSP,-23.62,-46.63,803,,2.0,,9999.0,,,,SCT,900.0,,,,,,,4,21.0,19.0,30.06,0,0,0,,1015.5,,,SPECI SBSP 280206Z VRB02KT 9999 // SCT009 21/19 Q1018=,0,0,1018.0
2025-01-28 03:00:00,SBSP,-23.62,-46.63,803,60.0,2.0,,9999.0,,,,NCD,,,,,,,,0,21.0,19.0,30.06,0,0,0,,1015.5,-1.7320508075688772,-1.0000000000000002,METAR SBSP 280300Z AUTO 06002KT 9999 // NCD 21/19 Q1018=,0,0,1018.0
2025-01-28 04:00:00,SBSP,-23.62,-46.63,803,,2.0,,9999.0,,,,NCD,,,,,,,,0,20.0,18.0,30.03,0,0,0,,1014.81,,,METAR SBSP 280400Z AUTO VRB02KT 9999 // NCD 20/18 Q1017=,0,0,1017.0
2025-01-28 05:00:00,SBSP,-23.62,-46.63,803,,2.0,,9999.0,,,,NCD,,,,,,,,0,20.0,19.0,30.0,0,0,0,,1013.8,,,METAR SBSP 280500Z AUTO VRB02KT 9999 // NCD 20/19 Q1016=,0,0,1016.0
2025-01-28 06:00:00,SBSP,-23.62,-46.63,803,170.0,2.0,,9999.0,,,,NCD,,,,,,,,0,19.0,18.0,30.0,0,0,0,,1014.12,-0.34729635533386055,1.969615506024416,METAR SBSP 280600Z AUTO 17002KT 9999 // NCD 19/18 Q1016=,0,0,1016.0
2025-01-28 07:00:00,SBSP,-23.62,-46.63,803,,2.0,,9999.0,,,,NCD,,,,,,,,0,20.0,19.0,30.0,0,0,0,,1013.8,,,METAR SBSP 280700Z AUTO VRB02KT 9999 // NCD 20/19 Q1016=,0,0,1016.0
2025-01-28 08:00:00,SBSP,-23.62,-46.63,803,330.0,3.0,,9000.0,,,,SCT,1900.0,,,,,,,4,20.0,19.0,30.0,0,0,0,,1013.8,1.5000000000000013,-2.598076211353315,METAR SBSP 280800Z AUTO 33003KT 9000 // SCT019/// 20/19 Q1016=,0,0,1016.0
2025-01-28 08:57:00,SBSP,-23.62,-46.63,803,0.0,0.0,,6000.0,,,,BKN,1400.0,,,,,,,6,20.0,19.0,30.0,0,0,0,,1013.8,-0.0,-0.0,SPECI SBSP 280857Z AUTO 00000KT 6000 // BKN014/// 20/19 Q1016=,0,0,1016.0
2025-01-28 09:00:00,SBSP,-23.62,-46.63,803,0.0,0.0,,8000.0,,,,BKN,1200.0,,,,,,,6,20.0,19.0,30.0,0,0,0,,1013.8,-0.0,-0.0,METAR COR SBSP 280900Z 00000KT 8000 BKN012 20/19 Q1016=,0,0,1016.0
2025-01-28 10:00:00,SBSP,-23.62,-46.63,803,20.0,4.0,,7000.0,,,,BKN,900.0,,,,,,,6,21.0,20.0,30.03,0,0,0,,1014.49,-1.3680805733026749,-3.7587704831436337,METAR SBSP 281000Z 02004KT 340V080 7000 BKN009 21/20 Q1017=,0,0,1017.0
2025-01-28 11:00:00,SBSP,-23.62,-46.63,803,320.0,3.0,,9000.0,,,,BKN,800.0,,,,,,,6,21.0,20.0,30.03,0,0,0,,1014.49,1.9283628290596186,-2.2981333293569333,METAR SBSP 281100Z 32003KT 280V350 9000 BKN008 21/20 Q1017=,0,0,1017.0
2025-01-28 12:00:00,SBSP,-23.62,-46.63,803,,2.0,,7000.0,,,,BKN,900.0,,,,,,,6,23.0,20.0,30.06,0,0,0,,1014.86,,,METAR SBSP 281200Z VRB02KT 7000 BKN009 23/20 Q1018=,0,0,1018.0
2025-01-28 13:00:00,SBSP,-23.62,-46.63,803,,3.0,,9000.0,,,,BKN,1500.0,,,,,,,6,25.0,20.0,30.06,0,0,0,,1014.23,,,METAR SBSP 281300Z VRB03KT 9000 BKN015 25/20 Q1018=,0,0,1018.0
2025-01-28 14:00:00,SBSP,-23.62,-46.63,803,,3.0,,9999.0,,,,BKN,1700.0,,,,,,,6,26.0,20.0,30.03,0,0,0,,1012.91,,,METAR SBSP 281400Z VRB03KT 9999 BKN017 26/20 Q1017=,0,0,1017.0
2025-01-28 15:00:00,SBSP,-23.62,-46.63,803,290.0,4.0,,9999.0,,,,BKN,2500.0,,,,,,,6,27.0,21.0,30.03,0,0,0,,1012.6,3.7587704831436333,-1.368080573302676,METAR COR SBSP 281500Z 29004KT 230V300 9999 BKN025 27/21 Q1017=,0,0,1017.0
2025-01-28 16:00:00,SBSP,-23.62,-46.63,803,330.0,5.0,,9999.0,,,,BKN,2500.0,FEW,2500.0,,,,,6,28.0,21.0,30.0,0,0,0,,1011.28,2.500000000000002,-4.330127018922192,METAR SBSP 281600Z 33005KT 290V010 9999 BKN025 FEW025TCU 28/21 Q1016=,0,1,1016.0
2025-01-28 17:00:00,SBSP,-23.62,-46.63,803,150.0,10.0,,9999.0,,,,SCT,1900.0,BKN,2300.0,FEW,2500.0,,,6,26.0,21.0,29.97,0,0,0,,1010.88,-4.999999999999999,8.660254037844387,METAR SBSP 281700Z 15010KT 9999 SCT019 BKN023 FEW025TCU 26/21 Q1015=,0,1,1015.0
2025-01-28 18:00:00,SBSP,-23.62,-46.63,803,140.0,11.0,,9999.0,,,,SCT,2300.0,BKN,3300.0,,,,,6,24.0,21.0,29.97,0,0,0,,1011.5,-7.070663706551934,8.426488874308756,METAR SBSP 281800Z 14011KT 9999 SCT023 BKN033 24/21 Q1015=,0,0,1015.0
2025-01-28 19:00:00,SBSP,-23.62,-46.63,803,150.0,9.0,,8000.0,,,,FEW,1100.0,SCT,2300.0,BKN,3300.0,,,6,24.0,21.0,29.97,0,0,0,,1011.5,-4.499999999999999,7.794228634059948,METAR SBSP 281900Z 15009KT 8000 FEW011 SCT023 BKN033 24/21 Q1015=,0,0,1015.0
2025-01-28 20:00:00,SBSP,-23.62,-46.63,803,150.0,8.0,,8000.0,,,,SCT,1200.0,BKN,2300.0,,,,,6,23.0,21.0,29.97,0,0,0,,1011.82,-3.9999999999999996,6.92820323027551,METAR COR SBSP 282000Z 15008KT 8000 SCT012 BKN023 23/21 Q1015=,0,0,1015.0
2025-01-28 21:00:00,SBSP,-23.62,-46.63,803,150.0,7.0,,8000.0,,,,SCT,700.0,BKN,1200.0,,,,,6,22.0,21.0,29.97,0,0,0,,1012.14,-3.4999999999999996,6.062177826491071,METAR SBSP 282100Z 15007KT 8000 SCT007 BKN012 22/21 Q1015=,0,0,1015.0
2025-01-28 22:00:00,SBSP,-23.62,-46.63,803,130.0,6.0,,7000.0,,,,FEW,700.0,BKN,900.0,,,,,6,22.0,20.0,29.97,0,0,0,,1012.14,-4.596266658713868,3.8567256581192364,METAR SBSP 282200Z 13006KT 7000 FEW007 BKN009 22/20 Q1015=,0,0,1015.0
2025-01-28 23:00:00,SBSP,-23.62,-46.63,803,150.0,6.0,,7000.0,,,,FEW,1100.0,BKN,4600.0,,,,,6,22.0,20.0,30.0,0,0,0,,1013.15,-2.9999999999999996,5.196152422706632,METAR SBSP 282300Z 15006KT 7000 FEW011 BKN046 22/20 Q1016=,0,0,1016.0
2025-01-29 00:00:00,SBSP,-23.62,-46.63,803,120.0,3.0,,8000.0,,,,BKN,900.0,BKN,4600.0,,,,,6,22.0,20.0,30.03,0,0,0,,1014.17,-2.598076211353316,1.4999999999999993,METAR SBSP 290000Z 12003KT 8000 BKN009 BKN046 22/20 Q1017=,0,0,1017.0
2025-01-29 01:00:00,SBSP,-23.62,-46.63,803,100.0,3.0,,7000.0,,,,FEW,900.0,BKN,4600.0,,,,,6,22.0,20.0,30.03,0,0,0,,1014.17,-2.954423259036624,0.5209445330007909,METAR SBSP 290100Z 10003KT 7000 FEW009 BKN046 22/20 Q1017=,0,0,1017.0
2025-01-29 02:00:00,SBSP,-23.62,-46.63,803,150.0,3.0,,7000.0,,,,BKN,900.0,BKN,4600.0,,,,,6,22.0,21.0,30.03,0,0,0,,1014.17,-1.4999999999999998,2.598076211353316,METAR SBSP 290200Z 15003KT 7000 BKN009 BKN046 22/21 Q1017=,0,0,1017.0
2025-01-29 02:01:00,SBSP,-23.62,-46.63,803,160.0,3.0,,7000.0,,,,BKN,800.0,,,,,,,6,22.0,21.0,30.03,0,0,0,,1014.17,-1.0260604299770066,2.819077862357725,SPECI SBSP 290201Z 16003KT 7000 // BKN008 22/21 Q1017=,0,0,1017.0
2025-01-29 03:00:00,SBSP,-23.62,-46.63,803,150.0,4.0,,7000.0,,,,OVC,700.0,,,,,,,8,22.0,21.0,30.0,0,0,0,,1013.15,-1.9999999999999998,3.464101615137755,METAR SBSP 290300Z AUTO 15004KT 7000 // OVC007/// 22/21 Q1016=,0,0,1016.0
2025-01-29 04:00:00,SBSP,-23.62,-46.63,803,110.0,3.0,,7000.0,,,,FEW,400.0,OVC,600.0,,,,,8,22.0,21.0,30.0,0,0,0,,1013.15,-2.8190778623577253,1.0260604299770062,METAR SBSP 290400Z AUTO 11003KT 070V160 7000 // FEW004/// OVC006/// 22/21 Q1016=,0,0,1016.0
2025-01-29 05:00:00,SBSP,-23.62,-46.63,803,160.0,3.0,,7000.0,,,,SCT,400.0,BKN,600.0,,,,,6,21.0,21.0,29.97,0,0,0,,1012.46,-1.0260604299770066,2.819077862357725,METAR SBSP 290500Z AUTO 16003KT 7000 // SCT004/// BKN006/// 21/21 Q1015=,0,0,1015.0
2025-01-29 05:08:00,SBSP,-23.62,-46.63,803,160.0,4.0,,6000.0,,,,SCT,300.0,BKN,500.0,BKN,1000.0,,,6,21.0,21.0,29.97,0,0,0,,1012.46,-1.3680805733026755,3.7587704831436333,SPECI SBSP 290508Z AUTO 16004KT 6000 // SCT003/// BKN005/// BKN010/// 21/21 Q1015=,0,0,1015.0
2025-01-29 05:41:00,SBSP,-23.62,-46.63,803,160.0,5.0,,7000.0,,,,OVC,400.0,,,,,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-1.7101007166283444,4.698463103929542,SPECI SBSP 290541Z AUTO 16005KT 7000 // OVC004/// 21/21 Q1015=,0,0,1015.0
2025-01-29 06:00:00,SBSP,-23.62,-46.63,803,150.0,4.0,,7000.0,,,,BKN,400.0,OVC,1000.0,,,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-1.9999999999999998,3.464101615137755,METAR SBSP 290600Z AUTO 15004KT 7000 // BKN004/// OVC010/// 21/21 Q1015=,0,0,1015.0
2025-01-29 06:13:00,SBSP,-23.62,-46.63,803,140.0,4.0,,8000.0,,,,BKN,400.0,OVC,900.0,,,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-2.571150438746158,3.0641777724759116,SPECI SBSP 290613Z AUTO 14004KT 8000 // BKN004/// OVC009/// 21/21 Q1015=,0,0,1015.0
2025-01-29 06:28:00,SBSP,-23.62,-46.63,803,120.0,5.0,,9000.0,,,,FEW,400.0,BKN,600.0,OVC,1100.0,,,8,21.0,21.0,29.94,0,0,0,,1011.44,-4.330127018922194,2.499999999999999,SPECI SBSP 290628Z AUTO 12005KT 080V150 9000 // FEW004/// BKN006/// OVC011/// 21/21 Q1014=,0,0,1014.0
2025-01-29 06:41:00,SBSP,-23.62,-46.63,803,130.0,6.0,,9999.0,,,,BKN,400.0,BKN,700.0,OVC,1100.0,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-4.596266658713868,3.8567256581192364,SPECI SBSP 290641Z AUTO 13006KT 9999 // BKN004/// BKN007/// OVC011/// 21/21 Q1015=,0,0,1015.0
2025-01-29 06:52:00,SBSP,-23.62,-46.63,803,130.0,5.0,,9999.0,,,,SCT,400.0,BKN,600.0,OVC,1500.0,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-3.83022221559489,3.2139380484326967,SPECI SBSP 290652Z AUTO 13005KT 9999 // SCT004/// BKN006/// OVC015/// 21/21 Q1015=,0,0,1015.0
2025-01-29 06:56:00,SBSP,-23.62,-46.63,803,130.0,5.0,,9999.0,,,,SCT,400.0,BKN,600.0,OVC,1400.0,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-3.83022221559489,3.2139380484326967,SPECI SBSP 290656Z AUTO 13005KT 9999 // SCT004/// BKN006/// OVC014/// 21/21 Q1015=,0,0,1015.0
2025-01-29 07:00:00,SBSP,-23.62,-46.63,803,130.0,5.0,,9999.0,,,,SCT,400.0,BKN,600.0,OVC,1400.0,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-3.83022221559489,3.2139380484326967,METAR SBSP 290700Z AUTO 13005KT 9999 // SCT004/// BKN006/// OVC014/// 21/21 Q1015=,0,0,1015.0
2025-01-29 07:09:00,SBSP,-23.62,-46.63,803,130.0,4.0,,9999.0,,,,SCT,400.0,BKN,600.0,OVC,800.0,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-3.064177772475912,2.5711504387461575,SPECI SBSP 290709Z AUTO 13004KT 9999 // SCT004/// BKN006/// OVC008/// 21/21 Q1015=,0,0,1015.0
2025-01-29 07:15:00,SBSP,-23.62,-46.63,803,120.0,4.0,,9999.0,,,,BKN,500.0,BKN,800.0,OVC,1000.0,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-3.464101615137755,1.9999999999999991,SPECI SBSP 290715Z AUTO 12004KT 090V150 9999 // BKN005/// BKN008/// OVC010/// 21/21 Q1015=,0,0,1015.0
2025-01-29 07:26:00,SBSP,-23.62,-46.63,803,120.0,4.0,,9999.0,,,,BKN,500.0,OVC,1000.0,,,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-3.464101615137755,1.9999999999999991,SPECI SBSP 290726Z AUTO 12004KT 090V150 9999 // BKN005/// OVC010/// 21/21 Q1015=,0,0,1015.0
2025-01-29 07:29:00,SBSP,-23.62,-46.63,803,120.0,4.0,,9999.0,,,,BKN,500.0,BKN,700.0,OVC,1100.0,,,8,21.0,21.0,29.97,0,0,0,,1012.46,-3.464101615137755,1.9999999999999991,SPECI SBSP 290729Z AUTO 12004KT 090V150 9999 // BKN005/// BKN007/// OVC011/// 21/21 Q1015=,0,0,1015.0
2025-01-29 07:40:00,SBSP,-23.62,-46.63,803,130.0,5.0,,9000.0,,,,SCT,500.0,SCT,700.0,OVC,1100.0,,,8,21.0,20.0,29.97,0,0,0,,1012.46,-3.83022221559489,3.2139380484326967,SPECI SBSP 290740Z AUTO 13005KT 9000 // SCT005/// SCT007/// OVC011/// 21/20 Q1015=,0,0,1015.0
2025-01-29 08:03:00,SBSP,-23.62,-46.63,803,130.0,4.0,,9999.0,,,,FEW,500.0,BKN,1100.0,OVC,1400.0,,,8,21.0,20.0,29.94,0,0,0,,1011.44,-3.064177772475912,2.5711504387461575,SPECI SBSP 290803Z AUTO 13004KT 100V160 9999 // FEW005/// BKN011/// OVC014/// 21/20 Q1014=,0,0,1014.0
2025-01-29 08:12:00,SBSP,-23.62,-46.63,803,120.0,3.0,,9999.0,,,,FEW,500.0,BKN,900.0,OVC,1400.0,,,8,21.0,20.0,29.97,0,0,0,,1012.46,-2.598076211353316,1.4999999999999993,SPECI SBSP 290812Z AUTO 12003KT 080V150 9999 // FEW005/// BKN009/// OVC014/// 21/20 Q1015=,0,0,1015.0
2025-01-29 09:00:00,SBSP,-23.62,-46.63,803,100.0,3.0,,8000.0,,,,SCT,600.0,BKN,900.0,,,,,6,21.0,21.0,29.97,0,0,0,,1012.46,-2.954423259036624,0.5209445330007909,METAR SBSP 290900Z 10003KT 8000 SCT006 BKN009 21/21 Q1015=,0,0,1015.0
2025-01-29 10:00:00,SBSP,-23.62,-46.63,803,70.0,4.0,,8000.0,,,,SCT,800.0,BKN,3300.0,,,,,6,22.0,21.0,30.0,0,0,0,,1013.15,-3.7587704831436333,-1.3680805733026753,METAR SBSP 291000Z 07004KT 8000 SCT008 BKN033 22/21 Q1016=,0,0,1016.0
2025-01-29 11:00:00,SBSP,-23.62,-46.63,803,70.0,5.0,,8000.0,,,,SCT,900.0,BKN,3300.0,,,,,6,23.0,21.0,30.0,0,0,0,,1012.83,-4.698463103929542,-1.7101007166283442,METAR SBSP 291100Z 07005KT 8000 SCT009 BKN033 23/21 Q1016=,0,0,1016.0
2025-01-29 12:00:00,SBSP,-23.62,-46.63,803,90.0,3.0,,9999.0,,,,SCT,900.0,BKN,3300.0,,,,,6,24.0,21.0,30.03,0,0,0,,1013.53,-3.0,-1.8369701987210297e-16,METAR SBSP 291200Z 09003KT 010V140 9999 SCT009 BKN033 24/21 Q1017=,0,0,1017.0
2025-01-29 13:00:00,SBSP,-23.62,-46.63,803,80.0,4.0,,9999.0,,,,SCT,1500.0,BKN,2600.0,,,,,6,25.0,21.0,30.03,0,0,0,,1013.22,-3.939231012048832,-0.6945927106677217,METAR SBSP 291300Z 08004KT 040V130 9999 SCT015 BKN026 25/21 Q1017=,0,0,1017.0
2025-01-29 13:42:00,SBSP,-23.62,-46.63,803,300.0,5.0,,6000.0,RA,,,SCT,1200.0,BKN,2300.0,,,,,6,23.0,21.0,30.03,63,0,0,,1013.85,4.330127018922193,-2.5000000000000004,SPECI SBSP 291342Z 30005KT 230V350 6000 2700N RA SCT012 BKN023 23/21 Q1017=,0,0,1017.0
2025-01-29 13:50:00,SBSP,-23.62,-46.63,803,280.0,4.0,,2200.0,+RA,,,SCT,1200.0,BKN,2300.0,,,,,6,22.0,21.0,30.03,65,0,0,RERA,1014.17,3.9392310120488325,-0.6945927106677199,SPECI SBSP 291350Z 28004KT 230V340 2200 +RA SCT012 BKN023 22/21 Q1017 RERA=,0,0,1017.0
2025-01-29 14:00:00,SBSP,-23.62,-46.63,803,250.0,4.0,,2200.0,+TSRA,,,SCT,1200.0,BKN,2300.0,FEW,5000.0,,,6,22.0,21.0,30.03,1097,0,0,RERA,1014.17,3.7587704831436337,1.3680805733026742,METAR SBSP 291400Z 25004KT 210V280 2200 +TSRA SCT012 BKN023 FEW050CB 22/21 Q1017 RERA=,1,0,1017.0
2025-01-29 14:35:00,SBSP,-23.62,-46.63,803,150.0,5.0,,9999.0,TSRA,,,FEW,1200.0,BKN,2300.0,FEW,5000.0,,,6,21.0,21.0,30.0,1095,0,0,RERA,1013.47,-2.4999999999999996,4.330127018922194,SPECI SBSP 291435Z 15005KT 9999 TSRA FEW012 BKN023 FEW050CB 21/21 Q1016 RERA=,1,0,1016.0
2025-01-29 15:00:00,SBSP,-23.62,-46.63,803,150.0,9.0,,9999.0,-TSRA,,,BKN,2300.0,FEW,5000.0,,,,,6,22.0,21.0,30.0,1095,0,0,RERA,1013.15,-4.499999999999999,7.794228634059948,METAR SBSP 291500Z 15009KT 9999 -TSRA BKN023 FEW050CB 22/21 Q1016 RERA=,1,0,1016.0
2025-01-29 16:00:00,SBSP,-23.62,-46.63,803,120.0,4.0,,9999.0,-RA,VCTS,,BKN,2300.0,FEW,5000.0,,,,,6,22.0,21.0,30.0,61,13,0,RETS,1013.15,-3.464101615137755,1.9999999999999991,METAR SBSP 291600Z 12004KT 9999 -RA VCTS BKN023 FEW050CB 22/21 Q1016 RETS=,1,0,1016.0
2025-01-29 17:00:00,SBSP,-23.62,-46.63,803,160.0,6.0,,9999.0,-RA,,,FEW,800.0,BKN,1300.0,BKN,7000.0,,,6,22.0,21.0,29.97,61,0,0,,1012.14,-2.0521208599540133,5.63815572471545,METAR SBSP 291700Z 16006KT 9999 -RA FEW008 BKN013 BKN070 22/21 Q1015=,0,0,1015.0
2025-01-29 17:39:00,SBSP,-23.62,-46.63,803,210.0,7.0,,7000.0,,,,FEW,800.0,SCT,3000.0,,,,,4,23.0,21.0,29.97,0,0,0,,1011.82,3.500000000000001,6.06217782649107,SPECI SBSP 291739Z 21007KT 160V260 7000 FEW008 SCT030 23/21 Q1015=,0,0,1015.0
2025-01-29 18:00:00,SBSP,-23.62,-46.63,803,200.0,6.0,,8000.0,-RA,,,FEW,800.0,SCT,1000.0,BKN,2300.0,,,6,23.0,21.0,29.97,61,0,0,,1011.82,2.052120859954012,5.638155724715451,METAR SBSP 291800Z 20006KT 150V250 8000 -RA FEW008 SCT010 BKN023 23/21 Q1015=,0,0,1015.0
2025-01-29 19:00:00,SBSP,-23.62,-46.63,803,220.0,5.0,,6000.0,-RA,,,FEW,900.0,SCT,5000.0,OVC,7000.0,,,8,23.0,21.0,29.94,61,0,0,,1010.81,3.2139380484326963,3.83022221559489,METAR SBSP 291900Z 22005KT 6000 -RA FEW009 SCT050 OVC070 23/21 Q1014=,0,0,1014.0
2025-01-29 20:00:00,SBSP,-23.62,-46.63,803,160.0,7.0,,9999.0,,,,SCT,700.0,SCT,5000.0,BKN,8000.0,,,6,22.0,21.0,29.94,0,0,0,,1011.12,-2.394141003279682,6.5778483455013586,METAR SBSP 292000Z 16007KT 9999 SCT007 SCT050 BKN080 22/21 Q1014=,0,0,1014.0
2025-01-29 20:35:00,SBSP,-23.62,-46.63,803,150.0,6.0,,9999.0,,,,FEW,700.0,BKN,900.0,,,,,6,23.0,21.0,29.94,0,0,0,,1010.81,-2.9999999999999996,5.196152422706632,SPECI SBSP 292035Z 15006KT 9999 FEW007 BKN009 23/21 Q1014=,0,0,1014.0
